,name,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,played,Points_per_Minute,Points_per_Value,Rolling_Avg_Goals,Goal_Involvement,was_home,position_DEF,position_FWD,position_GK,position_MID,form,total_points_lag1,goals_scored_lag1,assists_lag1,minutes_lag1,bps_lag1,value_lag1,transfers_in_lag1,transfers_out_lag1
1748,Romain Perraud,Southampton,2.0,0,0,13,0,5.3,417,0.0,0.0,0.0,0.0,60,1,0,2.6,17.0,2022-09-03T14:00:00Z,72,20,0,0,0,0,6,0,7498,0,0,1,4.0,2,2427,3051,624,45,0,6,0,0.027777777777777776,0.044444444444444446,0.0,0,0,1,0,0,0,2.75,7.0,0.0,1.0,72.0,26.0,45.0,63.0,197.0
1963,Romain Perraud,Southampton,2.8,0,0,4,0,10.3,417,0.0,0.0,0.0,0.0,71,1,0,3.2,19.2,2022-09-16T19:00:00Z,45,2,0,0,0,0,8,0,9451,0,0,1,2.0,1,1273,1730,457,45,0,8,0,0.022222222222222223,0.022222222222222223,0.0,0,0,1,0,0,0,2.4,2.0,0.0,0.0,72.0,13.0,45.0,3051.0,624.0
2259,Romain Perraud,Southampton,1.0,0,0,3,0,16.0,417,0.0,0.0,0.0,0.0,89,0,0,2.9,5.4,2022-10-01T14:00:00Z,30,8,0,0,0,0,9,0,8280,0,2,1,8.0,1,-955,349,1304,45,0,9,1,0.03333333333333333,0.022222222222222223,0.0,0,1,1,0,0,0,2.4,1.0,0.0,0.0,45.0,4.0,45.0,1730.0,457.0
2558,Romain Perraud,Southampton,-0.3,0,0,9,0,1.4,417,0.0,0.0,0.0,0.0,97,4,0,2.6,7.8,2022-10-08T14:00:00Z,90,13,0,0,0,0,10,0,7837,0,0,4,17.0,0,-662,173,835,45,0,10,1,0.0,0.0,0.0,0,0,1,0,0,0,2.2,1.0,0.0,0.0,30.0,3.0,45.0,349.0,1304.0
2858,Romain Perraud,Southampton,3.0,0,0,18,0,2.8,417,0.0,0.0,0.0,0.0,108,1,1,5.5,43.0,2022-10-16T13:00:00Z,90,19,0,0,0,0,11,0,7732,0,1,1,9.0,8,-321,207,528,45,0,11,1,0.08888888888888889,0.17777777777777778,0.3333333333333333,1,1,1,0,0,0,2.4,0.0,0.0,0.0,90.0,9.0,45.0,173.0,835.0
3128,Romain Perraud,Southampton,0.0,1,3,33,1,26.8,417,0.0,0.0,0.0,0.0,112,0,0,8.0,31.6,2022-10-19T18:30:00Z,87,3,0,0,0,0,12,0,15175,0,1,0,22.0,11,4035,4543,508,44,1,12,1,0.12643678160919541,0.25,0.3333333333333333,1,0,1,0,0,0,4.2,8.0,1.0,0.0,90.0,18.0,45.0,207.0,528.0
3423,Romain Perraud,Southampton,3.9,0,0,7,0,21.8,417,0.0,0.0,0.0,0.0,127,1,0,4.3,6.6,2022-10-23T13:00:00Z,90,1,0,0,0,0,13,0,18540,0,1,1,15.0,2,6070,8531,2461,44,0,13,1,0.022222222222222223,0.045454545454545456,0.3333333333333333,0,1,1,0,0,0,4.4,11.0,0.0,1.0,87.0,33.0,44.0,4543.0,508.0
3715,Romain Perraud,Southampton,4.0,0,0,8,0,15.7,417,0.0,0.0,0.0,0.0,135,1,0,4.8,10.4,2022-10-29T14:00:00Z,73,7,0,0,0,0,14,0,22412,0,0,1,22.0,2,3562,5297,1735,44,0,14,1,0.0273972602739726,0.045454545454545456,0.0,0,0,1,0,0,0,4.6,2.0,0.0,0.0,90.0,7.0,44.0,8531.0,2461.0
4017,Romain Perraud,Southampton,5.8,0,0,24,0,9.3,417,0.0,0.0,0.0,0.0,147,4,1,10.7,44.6,2022-11-06T14:00:00Z,90,15,0,0,0,0,15,0,22719,0,4,1,53.0,6,99,2351,2252,44,0,15,1,0.06666666666666667,0.13636363636363635,0.3333333333333333,1,1,1,0,0,0,5.8,2.0,0.0,0.0,73.0,8.0,44.0,5297.0,1735.0
4309,Romain Perraud,Southampton,2.0,0,0,17,0,24.4,417,0.13391,0.16441,0.0305,1.9856,154,3,0,5.8,9.8,2022-11-12T15:00:00Z,90,12,0,0,0,0,16,0,35333,1,1,3,24.0,1,10907,13448,2541,44,0,16,1,0.011111111111111112,0.022727272727272728,0.3333333333333333,0,0,1,0,0,0,4.4,6.0,1.0,0.0,90.0,24.0,44.0,2351.0,2252.0
4610,Romain Perraud,Southampton,-2.0,0,0,-9,0,1.3,417,0.004,0.004,0.0,0.378,170,2,0,0.0,0.0,2022-12-26T15:00:00Z,53,5,1,0,0,0,17,0,112314,1,3,1,0.0,-2,75819,131112,55293,44,0,17,1,-0.03773584905660377,-0.045454545454545456,0.3333333333333333,0,1,1,0,0,0,1.8,1.0,0.0,0.0,90.0,17.0,44.0,13448.0,2541.0
4906,Romain Perraud,Southampton,-0.5,0,0,1,0,0.0,417,0.0,0.0,0.0,1.0277,173,1,0,0.2,0.0,2022-12-31T15:00:00Z,13,9,0,0,0,0,18,0,106152,0,1,2,2.0,1,-5823,2825,8648,44,0,18,0,0.07692307692307693,0.022727272727272728,0.0,0,0,1,0,0,0,1.6,-2.0,0.0,0.0,53.0,-9.0,44.0,131112.0,55293.0
5239,Romain Perraud,Southampton,0.5,0,0,6,0,6.3,417,0.14622,0.14622,0.0,1.2752,190,1,0,1.6,7.6,2023-01-04T19:30:00Z,63,16,0,0,0,0,19,0,99569,1,1,0,2.0,1,-6801,3222,10023,44,1,19,1,0.015873015873015872,0.022727272727272728,0.0,0,1,1,0,0,0,1.4,1.0,0.0,0.0,13.0,1.0,44.0,2825.0,8648.0
5595,Romain Perraud,Southampton,0.2,0,0,3,0,0.0,417,0.0,0.0,0.0,0.1178,195,0,0,0.0,0.0,2023-01-14T15:00:00Z,5,8,0,0,0,0,20,0,85588,0,2,1,0.0,1,-13475,3861,17336,43,0,20,1,0.2,0.023255813953488372,0.0,0,0,1,0,0,0,0.4,1.0,0.0,0.0,63.0,6.0,44.0,3222.0,10023.0
5893,Romain Perraud,Southampton,0.4,0,0,1,0,0.8,417,0.00153,0.00153,0.0,0.3968,209,1,0,0.2,1.4,2023-01-21T15:00:00Z,28,2,0,0,0,0,21,0,77783,0,1,0,0.0,1,-8735,1885,10620,43,0,21,0,0.03571428571428571,0.023255813953488372,0.0,0,1,1,0,0,0,0.4,1.0,0.0,0.0,5.0,3.0,43.0,3861.0,17336.0
6224,Romain Perraud,Southampton,1.0,0,0,12,0,2.4,417,0.0,0.04,0.03,2.13,212,3,0,3.9,15.4,2023-02-04T15:00:00Z,90,4,0,0,0,0,22,0,68656,1,0,3,21.0,1,-9241,2858,12099,42,0,22,0,0.011111111111111112,0.023809523809523808,0.0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,28.0,1.0,43.0,1885.0,10620.0
6552,Romain Perraud,Southampton,0.8,0,0,5,0,11.3,417,0.01,0.16,0.15,0.55,229,1,0,2.4,1.4,2023-02-11T15:00:00Z,73,20,0,0,0,0,23,0,62779,1,2,1,11.0,2,-6020,858,6878,42,0,23,1,0.0273972602739726,0.047619047619047616,0.0,0,1,1,0,0,0,1.2,1.0,0.0,0.0,90.0,12.0,42.0,2858.0,12099.0
6858,Romain Perraud,Southampton,2.2,0,0,21,1,1.3,417,0.0,0.01,0.01,1.55,234,0,0,1.6,13.6,2023-02-18T15:00:00Z,90,6,0,0,0,0,24,0,60872,1,1,0,1.0,5,-2205,3022,5227,41,1,24,0,0.05555555555555555,0.12195121951219512,0.0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,73.0,5.0,42.0,858.0,6878.0
7156,Romain Perraud,Southampton,3.0,0,0,14,1,1.3,417,0.0,0.0,0.0,0.52,245,0,0,0.4,2.8,2023-02-25T15:00:00Z,70,11,0,0,0,0,25,0,83161,1,0,1,0.0,6,13661,20358,6697,41,0,25,1,0.08571428571428572,0.14634146341463414,0.0,0,0,1,0,0,0,3.0,5.0,0.0,0.0,90.0,21.0,41.0,3022.0,5227.0
7803,Romain Perraud,Southampton,6.2,0,0,24,1,18.7,417,0.24,0.27,0.03,0.84,267,0,0,4.0,16.0,2023-03-12T14:00:00Z,90,14,0,0,0,0,27,0,83743,1,0,0,5.0,6,2577,12378,9801,41,0,27,1,0.06666666666666667,0.14634146341463414,0.0,0,0,1,0,0,0,4.0,6.0,0.0,0.0,70.0,14.0,41.0,20358.0,6697.0
7804,Romain Perraud,Southampton,6.2,0,0,12,0,7.9,417,0.05,0.06,0.01,2.01,69,2,0,2.6,12.0,2023-03-15T19:30:00Z,90,4,0,0,0,0,27,0,83743,1,2,0,6.0,1,2577,12378,9801,41,0,27,0,0.011111111111111112,0.024390243902439025,0.0,0,1,1,0,0,0,4.0,6.0,0.0,0.0,90.0,24.0,41.0,12378.0,9801.0
8026,Romain Perraud,Southampton,2.3,0,0,15,0,14.9,417,0.1,0.11,0.02,2.26,279,3,0,3.8,14.0,2023-03-18T15:00:00Z,90,18,0,0,0,0,28,0,88106,1,3,3,9.0,1,2522,9520,6998,41,0,28,0,0.011111111111111112,0.024390243902439025,0.0,0,1,1,0,0,0,3.8,1.0,0.0,0.0,90.0,12.0,41.0,12378.0,9801.0
8489,Romain Perraud,Southampton,2.0,0,0,14,0,10.3,417,0.1,0.0,0.07,1.36,290,1,0,5.4,20.8,2023-04-02T13:00:00Z,90,19,0,0,0,0,29,0,78689,1,0,1,23.0,2,-6058,6791,12849,41,0,29,0,0.022222222222222223,0.04878048780487805,0.0,0,0,1,0,0,0,3.2,1.0,0.0,0.0,90.0,15.0,41.0,9520.0,6998.0
8800,Romain Perraud,Southampton,-0.3,0,0,1,0,0.1,417,0.0,0.0,0.0,0.0,298,0,0,0.2,1.4,2023-04-08T16:30:00Z,10,13,0,0,0,0,30,0,78546,0,4,1,0.0,1,-1114,3779,4893,41,0,30,0,0.1,0.024390243902439025,0.0,0,1,1,0,0,0,2.2,2.0,0.0,0.0,90.0,14.0,41.0,6791.0,12849.0
9344,Romain Perraud,Southampton,-0.2,0,0,7,0,14.9,417,0.06,0.06,0.0,2.81,311,3,0,3.7,22.2,2023-04-21T19:00:00Z,90,1,0,0,0,0,32,0,75819,1,3,3,0.0,0,-3908,2481,6389,41,1,32,1,0.0,0.0,0.0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,10.0,1.0,41.0,3779.0,4893.0
9641,Romain Perraud,Southampton,0.8,0,0,10,0,0.0,417,0.0,0.01,0.01,0.38,330,0,0,0.0,0.0,2023-04-27T18:45:00Z,35,3,0,0,0,0,33,0,73620,1,1,0,0.0,1,-3016,2463,5479,41,0,33,0,0.02857142857142857,0.024390243902439025,0.0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,90.0,7.0,41.0,2481.0,6389.0
24,Roméo Lavia,Southampton,0.5,0,0,17,0,4.3,321,0.0,0.0,0.0,0.0,8,4,0,2.4,12.0,2022-08-06T14:00:00Z,90,18,0,0,0,0,1,0,18407,0,1,4,8.0,2,0,0,0,45,0,1,1,0.022222222222222223,0.044444444444444446,0.0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Roméo Lavia,Southampton,2.5,0,0,10,0,11.2,321,0.0,0.0,0.0,0.0,19,2,0,2.1,9.6,2022-08-13T14:00:00Z,90,11,0,0,0,0,2,0,35569,0,2,2,0.0,2,9072,13006,3934,45,0,2,0,0.022222222222222223,0.044444444444444446,0.0,0,1,0,0,0,1,2.0,2.0,0.0,0.0,90.0,17.0,45.0,0.0,0.0
613,Roméo Lavia,Southampton,1.7,0,0,13,0,2.1,321,0.0,0.0,0.0,0.0,26,1,0,2.7,18.0,2022-08-20T14:00:00Z,90,10,0,0,0,0,3,0,63296,0,2,1,7.0,1,22168,35983,13815,45,1,3,1,0.011111111111111112,0.022222222222222223,0.0,0,0,0,0,0,1,1.6666666666666667,2.0,0.0,0.0,90.0,10.0,45.0,13006.0,3934.0
904,Roméo Lavia,Southampton,1.3,0,0,19,0,13.2,321,0.0,0.0,0.0,0.0,39,1,0,2.8,13.8,2022-08-27T11:30:00Z,90,14,0,0,0,0,4,0,60031,0,1,0,1.0,2,-3269,8282,11551,45,0,4,0,0.022222222222222223,0.044444444444444446,0.0,0,1,0,0,0,1,1.75,1.0,0.0,0.0,90.0,13.0,45.0,35983.0,13815.0
1206,Roméo Lavia,Southampton,2.1,0,0,23,0,0.8,321,0.0,0.0,0.0,0.0,50,1,1,4.8,40.4,2022-08-30T18:45:00Z,59,6,0,0,0,0,5,0,61873,0,1,2,7.0,6,216,8744,8528,45,0,5,1,0.1016949152542373,0.13333333333333333,0.3333333333333333,1,1,0,0,0,1,2.6,2.0,0.0,0.0,90.0,19.0,45.0,8282.0,11551.0
3758,Roméo Lavia,Southampton,0.0,0,0,7,0,4.2,321,0.0,0.0,0.0,0.0,147,4,0,0.9,4.4,2022-11-06T14:00:00Z,56,15,0,0,0,0,15,0,24104,0,4,1,0.0,0,-1554,86,1640,45,1,15,0,0.0,0.0,0.3333333333333333,0,1,0,0,0,1,2.2,6.0,1.0,0.0,59.0,23.0,45.0,8744.0,8528.0
4052,Roméo Lavia,Southampton,-0.3,0,0,8,0,13.3,321,0.11625,0.11625,0.0,1.7034,154,3,0,2.4,10.6,2022-11-12T15:00:00Z,81,12,0,0,0,0,16,0,23492,1,1,3,0.0,2,-674,287,961,45,0,16,1,0.024691358024691357,0.044444444444444446,0.3333333333333333,0,0,0,0,0,1,2.2,0.0,0.0,0.0,56.0,7.0,45.0,86.0,1640.0
4643,Roméo Lavia,Southampton,0.2,0,0,3,0,0.0,321,0.0,0.0,0.0,0.7884,173,0,0,0.0,0.0,2022-12-31T15:00:00Z,1,9,0,0,0,0,18,0,20397,0,1,2,0.0,1,-573,27,600,45,0,18,0,1.0,0.022222222222222223,0.0,0,0,0,0,0,1,2.2,2.0,0.0,0.0,81.0,8.0,45.0,287.0,961.0
4947,Roméo Lavia,Southampton,1.5,0,0,5,0,1.5,321,0.00994,0.00994,0.0,1.2752,190,1,0,1.0,8.6,2023-01-04T19:30:00Z,63,16,0,0,0,0,19,0,20182,1,1,0,0.0,2,-231,81,312,45,0,19,0,0.031746031746031744,0.044444444444444446,0.0,0,1,0,0,0,1,2.2,1.0,0.0,0.0,1.0,3.0,45.0,27.0,600.0
5283,Roméo Lavia,Southampton,1.0,0,0,1,0,1.6,321,0.0033,0.0033,0.0,0.7276,195,1,0,0.4,2.4,2023-01-14T15:00:00Z,60,8,0,0,0,0,20,0,20096,1,2,1,0.0,1,-132,360,492,45,1,20,1,0.016666666666666666,0.022222222222222223,0.0,0,0,0,0,0,1,1.2,2.0,0.0,0.0,63.0,5.0,45.0,81.0,312.0
5634,Roméo Lavia,Southampton,1.4,0,0,5,1,18.7,321,0.05499,0.06859,0.0136,1.0214,209,0,0,3.0,9.0,2023-01-21T15:00:00Z,60,2,0,0,0,0,21,0,19785,1,1,0,2.0,3,-351,121,472,45,0,21,0,0.05,0.06666666666666667,0.0,0,1,0,0,0,1,1.8,1.0,0.0,0.0,60.0,1.0,45.0,360.0,492.0
5925,Roméo Lavia,Southampton,1.7,0,0,8,0,2.4,321,0.02,0.02,0.0,1.56,212,2,0,0.5,2.2,2023-02-04T15:00:00Z,64,4,0,0,0,0,22,0,19555,1,0,3,0.0,1,-297,315,612,45,1,22,1,0.015625,0.022222222222222223,0.0,0,0,0,0,0,1,1.6,3.0,0.0,0.0,60.0,5.0,45.0,121.0,472.0
6260,Roméo Lavia,Southampton,1.5,0,0,12,0,13.0,321,0.02,0.02,0.0,0.78,229,2,0,3.1,17.8,2023-02-11T15:00:00Z,88,20,0,0,0,0,23,0,19467,1,2,1,0.0,2,-123,195,318,45,0,23,0,0.022727272727272728,0.044444444444444446,0.0,0,1,0,0,0,1,1.8,1.0,0.0,0.0,64.0,8.0,45.0,315.0,612.0
6583,Roméo Lavia,Southampton,1.2,0,0,3,1,1.0,321,0.0,0.0,0.0,1.38,234,0,0,1.3,11.6,2023-02-18T15:00:00Z,86,6,0,0,0,0,24,0,19468,1,1,0,0.0,2,-31,245,276,45,1,24,0,0.023255813953488372,0.044444444444444446,0.0,0,0,0,0,0,1,1.8,2.0,0.0,0.0,88.0,12.0,45.0,195.0,318.0
6888,Roméo Lavia,Southampton,1.0,0,0,14,0,1.2,321,0.0,0.0,0.0,0.86,245,1,0,0.9,7.6,2023-02-25T15:00:00Z,90,11,0,0,0,0,25,0,20175,1,0,1,0.0,1,336,746,410,45,1,25,1,0.011111111111111112,0.022222222222222223,0.0,0,0,0,0,0,1,1.8,2.0,0.0,0.0,86.0,3.0,45.0,245.0,276.0
7187,Roméo Lavia,Southampton,1.5,0,0,16,1,22.6,321,0.02,0.02,0.0,1.9,259,0,0,4.7,24.2,2023-03-04T17:30:00Z,90,10,0,0,0,0,26,0,19680,1,0,1,0.0,3,-179,238,417,45,0,26,1,0.03333333333333333,0.06666666666666667,0.0,0,1,0,0,0,1,1.8,1.0,0.0,0.0,90.0,14.0,45.0,746.0,410.0
7489,Roméo Lavia,Southampton,3.0,0,0,13,1,15.4,321,0.04,0.09,0.05,0.84,267,0,0,2.8,9.4,2023-03-12T14:00:00Z,90,14,0,0,0,0,27,0,20142,1,0,0,3.0,3,369,759,390,45,0,27,0,0.03333333333333333,0.06666666666666667,0.0,0,0,0,0,0,1,2.2,3.0,0.0,0.0,90.0,16.0,45.0,238.0,417.0
7490,Roméo Lavia,Southampton,3.0,0,0,2,0,2.7,321,0.03,0.03,0.0,0.56,69,1,0,0.9,6.6,2023-03-15T19:30:00Z,32,4,0,0,0,0,27,0,20142,0,2,0,0.0,1,369,759,390,45,0,27,1,0.03125,0.022222222222222223,0.0,0,1,0,0,0,1,2.0,3.0,0.0,0.0,90.0,13.0,45.0,759.0,390.0
7839,Roméo Lavia,Southampton,1.5,0,0,15,0,33.1,321,0.07,0.07,0.0,2.26,279,3,0,4.4,10.8,2023-03-18T15:00:00Z,90,18,0,0,0,0,28,0,20783,1,3,3,0.0,2,315,654,339,45,0,28,0,0.022222222222222223,0.044444444444444446,0.0,0,1,0,0,0,1,2.0,1.0,0.0,0.0,32.0,2.0,45.0,759.0,390.0
8061,Roméo Lavia,Southampton,1.5,0,0,15,0,5.8,321,0.02,0.0,0.03,1.36,290,1,0,3.3,19.8,2023-04-02T13:00:00Z,90,19,0,0,0,0,29,0,20328,1,0,1,7.0,2,-149,476,625,45,0,29,0,0.022222222222222223,0.044444444444444446,0.0,0,0,0,0,0,1,2.2,2.0,0.0,0.0,90.0,15.0,45.0,654.0,339.0
8533,Roméo Lavia,Southampton,0.3,0,0,9,0,10.9,321,0.01,0.01,0.0,2.64,298,4,0,2.1,9.8,2023-04-08T16:30:00Z,79,13,0,0,0,0,30,0,20304,1,4,1,0.0,2,-83,282,365,45,0,30,0,0.02531645569620253,0.044444444444444446,0.0,0,1,0,0,0,1,2.0,2.0,0.0,0.0,90.0,15.0,45.0,476.0,625.0
8834,Roméo Lavia,Southampton,0.9,0,0,9,0,1.9,321,0.01,0.04,0.03,0.81,307,2,0,1.8,13.6,2023-04-15T14:00:00Z,90,7,0,0,0,0,31,0,20099,1,2,0,2.0,1,-213,206,419,45,1,31,0,0.011111111111111112,0.022222222222222223,0.0,0,1,0,0,0,1,1.6,2.0,0.0,0.0,79.0,9.0,45.0,282.0,365.0
9129,Roméo Lavia,Southampton,0.8,0,0,11,0,0.6,321,0.01,0.01,0.0,2.29,311,1,0,1.9,18.0,2023-04-21T19:00:00Z,85,1,0,0,0,0,32,0,20498,1,3,3,0.0,2,283,498,215,45,0,32,1,0.023529411764705882,0.044444444444444446,0.0,0,0,0,0,0,1,1.8,1.0,0.0,0.0,90.0,9.0,45.0,206.0,419.0
9377,Roméo Lavia,Southampton,1.8,0,0,15,0,0.0,321,0.06,0.11,0.05,1.0,330,1,0,0.0,0.0,2023-04-27T18:45:00Z,90,3,0,0,0,0,33,0,20551,1,1,0,0.0,2,116,400,284,45,0,33,1,0.022222222222222223,0.044444444444444446,0.0,0,1,0,0,0,1,1.8,2.0,0.0,0.0,85.0,11.0,45.0,498.0,215.0
9684,Roméo Lavia,Southampton,0.6,0,0,14,0,14.9,321,0.01,0.01,0.0,4.47,340,3,0,2.7,12.0,2023-04-30T13:00:00Z,90,15,0,0,0,0,34,0,20654,1,1,3,0.0,1,82,410,328,45,1,34,0,0.011111111111111112,0.022222222222222223,0.0,0,0,0,0,0,1,1.6,2.0,0.0,0.0,90.0,15.0,45.0,400.0,284.0
10061,Roméo Lavia,Southampton,1.7,1,0,23,0,15.1,321,0.02,0.04,0.02,1.81,347,4,0,3.1,12.2,2023-05-08T19:00:00Z,90,16,0,0,0,0,35,0,21214,1,3,4,4.0,5,514,843,329,45,0,35,1,0.05555555555555555,0.1111111111111111,0.0,1,0,0,0,0,1,2.2,1.0,0.0,0.0,90.0,14.0,45.0,410.0,328.0
10373,Roméo Lavia,Southampton,0.0,0,0,5,0,3.0,321,0.01,0.03,0.02,1.49,360,2,0,1.0,5.0,2023-05-13T14:00:00Z,90,9,0,0,0,0,36,0,21432,1,2,0,2.0,1,204,547,343,45,1,36,1,0.011111111111111112,0.022222222222222223,0.0,0,1,0,0,0,1,2.2,5.0,0.0,1.0,90.0,23.0,45.0,843.0,329.0
10709,Roméo Lavia,Southampton,1.7,0,0,14,0,0.5,321,0.0,0.0,0.0,2.23,362,3,0,2.1,20.0,2023-05-21T13:00:00Z,83,5,0,0,0,0,37,0,21406,1,1,3,0.0,2,-38,346,384,45,0,37,1,0.024096385542168676,0.044444444444444446,0.0,0,0,0,0,0,1,2.2,1.0,0.0,0.0,90.0,5.0,45.0,547.0,343.0
11059,Roméo Lavia,Southampton,1.2,0,0,8,0,0.0,321,0.0,0.0,0.0,1.48,380,2,0,0.0,0.0,2023-05-28T15:30:00Z,62,12,0,0,0,0,38,0,21538,1,4,4,0.0,2,106,394,288,45,0,38,0,0.03225806451612903,0.044444444444444446,0.0,0,1,0,0,0,1,2.2,2.0,0.0,0.0,83.0,14.0,45.0,346.0,384.0
185,Ruben Loftus-Cheek,Chelsea,2.1,0,0,1,0,0.8,136,0.0,0.0,0.0,0.0,3,0,0,0.6,5.6,2022-08-06T16:30:00Z,25,8,0,0,0,0,1,0,8103,0,1,0,0.0,1,0,0,0,50,0,1,1,0.04,0.02,0.0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Ruben Loftus-Cheek,Chelsea,1.5,0,0,13,0,25.1,136,0.0,0.0,0.0,0.0,15,2,0,8.1,21.6,2022-08-14T15:30:00Z,90,18,0,0,0,0,2,0,8995,0,2,2,34.0,2,-694,376,1070,50,0,2,1,0.022222222222222223,0.04,0.0,0,1,0,0,0,1,1.5,1.0,0.0,0.0,25.0,1.0,50.0,0.0,0.0
782,Ruben Loftus-Cheek,Chelsea,2.7,0,0,12,0,12.6,136,0.0,0.0,0.0,0.0,25,3,0,6.6,19.0,2022-08-21T13:00:00Z,90,11,0,0,0,0,3,0,19351,0,0,3,34.0,2,7561,10338,2777,50,0,3,0,0.022222222222222223,0.04,0.0,0,0,0,0,0,1,1.6666666666666667,2.0,0.0,0.0,90.0,13.0,50.0,376.0,1070.0
1078,Ruben Loftus-Cheek,Chelsea,2.3,0,0,9,0,2.1,136,0.0,0.0,0.0,0.0,35,1,0,4.1,21.8,2022-08-27T14:00:00Z,90,10,0,0,0,0,4,0,19975,0,1,2,17.0,2,-414,3944,4358,50,0,4,0,0.022222222222222223,0.04,0.0,0,1,0,0,0,1,1.75,2.0,0.0,0.0,90.0,12.0,50.0,10338.0,2777.0
1363,Ruben Loftus-Cheek,Chelsea,2.1,0,0,6,0,1.3,136,0.0,0.0,0.0,0.0,50,2,0,0.9,5.2,2022-08-30T18:45:00Z,45,17,0,0,0,0,5,0,22724,0,1,2,2.0,1,1454,4855,3401,50,0,5,0,0.022222222222222223,0.02,0.0,0,0,0,0,0,1,1.6,2.0,0.0,0.0,90.0,9.0,50.0,3944.0,4358.0
1660,Ruben Loftus-Cheek,Chelsea,2.1,0,0,10,0,9.8,136,0.0,0.0,0.0,0.0,54,1,0,2.6,12.2,2022-09-03T14:00:00Z,82,19,0,0,0,0,6,0,17708,0,1,2,4.0,1,-5157,1154,6311,50,1,6,1,0.012195121951219513,0.02,0.0,0,1,0,0,0,1,1.6,1.0,0.0,0.0,45.0,6.0,50.0,4855.0,3401.0
2162,Ruben Loftus-Cheek,Chelsea,1.5,0,0,2,0,5.1,136,0.0,0.0,0.0,0.0,83,0,0,1.3,2.2,2022-10-01T14:00:00Z,34,7,0,0,0,0,9,0,16380,0,2,1,6.0,1,-595,856,1451,50,0,9,1,0.029411764705882353,0.02,0.0,0,0,0,0,0,1,1.4,1.0,0.0,0.0,82.0,10.0,50.0,1154.0,6311.0
2468,Ruben Loftus-Cheek,Chelsea,2.5,0,0,13,1,28.9,136,0.0,0.0,0.0,0.0,94,0,0,4.3,3.6,2022-10-08T14:00:00Z,65,20,0,0,0,0,10,0,16963,0,0,3,10.0,3,215,1726,1511,50,0,10,1,0.046153846153846156,0.06,0.0,0,1,0,0,0,1,1.6,1.0,0.0,0.0,34.0,2.0,50.0,856.0,1451.0
2768,Ruben Loftus-Cheek,Chelsea,2.8,0,0,10,1,1.1,136,0.0,0.0,0.0,0.0,101,0,0,0.9,5.8,2022-10-16T13:00:00Z,90,2,0,0,0,0,11,0,17635,0,2,0,2.0,3,354,1474,1120,50,0,11,0,0.03333333333333333,0.06,0.0,0,0,0,0,0,1,1.8,3.0,0.0,0.0,65.0,13.0,50.0,1726.0,1511.0
3044,Ruben Loftus-Cheek,Chelsea,0.0,0,0,13,1,11.3,136,0.0,0.0,0.0,0.0,113,0,0,2.7,6.4,2022-10-19T18:30:00Z,90,4,0,0,0,0,12,0,18551,0,0,0,9.0,3,599,1412,813,50,0,12,1,0.03333333333333333,0.06,0.0,0,0,0,0,0,1,2.2,3.0,0.0,0.0,90.0,10.0,50.0,1474.0,1120.0
3324,Ruben Loftus-Cheek,Chelsea,3.1,0,0,4,1,1.9,136,0.0,0.0,0.0,0.0,122,0,0,2.4,7.0,2022-10-22T16:30:00Z,78,14,0,0,0,0,13,0,18821,0,1,1,15.0,3,248,1382,1134,50,0,13,0,0.038461538461538464,0.06,0.0,0,1,0,0,0,1,2.6,3.0,0.0,0.0,90.0,13.0,50.0,1412.0,813.0
3619,Ruben Loftus-Cheek,Chelsea,2.7,0,0,13,0,24.8,136,0.0,0.0,0.0,0.0,134,4,0,4.8,6.8,2022-10-29T14:00:00Z,90,5,1,0,0,0,14,0,18972,0,1,4,16.0,0,-122,1455,1577,50,0,14,1,0.0,0.0,0.0,0,0,0,0,0,1,2.4,3.0,0.0,0.0,78.0,4.0,50.0,1382.0,1134.0
3920,Ruben Loftus-Cheek,Chelsea,2.2,0,0,7,0,4.1,136,0.0,0.0,0.0,0.0,142,1,0,1.1,6.6,2022-11-06T12:00:00Z,77,1,0,0,0,0,15,0,17631,0,1,0,0.0,2,-1468,575,2043,50,0,15,0,0.025974025974025976,0.04,0.0,0,1,0,0,0,1,2.2,0.0,0.0,0.0,90.0,13.0,50.0,1455.0,1577.0
4212,Ruben Loftus-Cheek,Chelsea,1.5,0,0,2,0,0.3,136,0.0015,0.0015,0.0,0.0,156,0,0,0.0,0.0,2022-11-12T17:30:00Z,6,15,0,0,0,0,16,0,17153,1,0,1,0.0,1,-641,534,1175,50,0,16,1,0.16666666666666666,0.02,0.0,0,0,0,0,0,1,1.8,2.0,0.0,0.0,77.0,7.0,50.0,575.0,2043.0
